,CD_PROGRAMA_IES,NM_PROGRAMA_IES,SG_ENTIDADE_ENSINO,NM_ENTIDADE_ENSINO,AN_BASE,ID_ADD_PRODUCAO_INTELECTUAL,ID_PRODUCAO_INTELECTUAL,NM_PRODUCAO,ID_AREA_CONCENTRACAO,NM_AREA_CONCENTRACAO
56613,42003016038P9,COMPUTAÇÃO,UFPEL,UNIVERSIDADE FEDERAL DE PELOTAS,2019,25250806,8138240,PATROLLING STRATEGY FOR MULTIPLE UAVS WITH RECHARGING STATIONS IN UNKNOWN ENVIRONMENTS,80765,CIÊNCIA DA COMPUTAÇÃO
56614,42003016038P9,COMPUTAÇÃO,UFPEL,UNIVERSIDADE FEDERAL DE PELOTAS,2019,25250809,8111096,PERFORMANCE EVALUATION OF HEVC RCL APPLICATIONS MAPPED ONTO NOC-BASED EMBEDDED PLATFORMS,80765,CIÊNCIA DA COMPUTAÇÃO
56615,42003016038P9,COMPUTAÇÃO,UFPEL,UNIVERSIDADE FEDERAL DE PELOTAS,2019,25250810,8117048,PHYS-SKETCH: SKETCHING 3D DYNAMIC OBJECTS IN IMMERSIVE VIRTUAL REALITY,80765,CIÊNCIA DA COMPUTAÇÃO
56616,42003016038P9,COMPUTAÇÃO,UFPEL,UNIVERSIDADE FEDERAL DE PELOTAS,2019,25250811,8157328,POWER-EFFICIENT APPROXIMATE SAD ARCHITECTURE WITH LOA IMPRECISE ADDERS,80765,CIÊNCIA DA COMPUTAÇÃO
56617,42003016038P9,COMPUTAÇÃO,UFPEL,UNIVERSIDADE FEDERAL DE PELOTAS,2019,25250813,8158795,PRIMEIROS PASSOS DA TRADUÇÃO DE REDES DE PETRI FUZZY PARA GRAMÁTICA DE GRAFOS COM ATRIBUTOS,80765,CIÊNCIA DA COMPUTAÇÃO
56618,42003016038P9,COMPUTAÇÃO,UFPEL,UNIVERSIDADE FEDERAL DE PELOTAS,2019,25250818,8158831,PROPOSTA DE UMA METODOLOGIA DE GENERALIZAÇÃO PARA RESOLUÇÃO DE PROBLEMAS UTILIZANDO A LINGUAGEM LIVE,80765,CIÊNCIA DA COMPUTAÇÃO
56619,42003016038P9,COMPUTAÇÃO,UFPEL,UNIVERSIDADE FEDERAL DE PELOTAS,2019,25250819,8158672,PROPOSTA E APLICAÇÃO DE ATIVIDADES PARA O DESENVOLVIMENTO DAS HABILIDADES DE ORGANIZAÇÃO DE INFORMAÇÃO E PENSAMENTO ALGORÍTMICO,80765,CIÊNCIA DA COMPUTAÇÃO
56620,42003016038P9,COMPUTAÇÃO,UFPEL,UNIVERSIDADE FEDERAL DE PELOTAS,2019,25250822,8115948,RECONHECIMENTO DE ATIVIDADES EM AMBIENTES DE VIVÊNCIA ASSISTIDA: UMA PROPOSTA EXPLORANDO UM MODELO ONTOLÓGICO,80765,CIÊNCIA DA COMPUTAÇÃO
56621,42003016038P9,COMPUTAÇÃO,UFPEL,UNIVERSIDADE FEDERAL DE PELOTAS,2019,25250832,8115940,REVISÃO SISTEMÁTICA SOBRE SEGURANÇA ADAPTATIVA CIENTE DE CONTEXTO PARA INTERNET DAS COISAS,80765,CIÊNCIA DA COMPUTAÇÃO
56622,42003016038P9,COMPUTAÇÃO,UFPEL,UNIVERSIDADE FEDERAL DE PELOTAS,2019,25250833,8158682,REVISITANDO UM JOGO EDUCACIONAL PARA DESENVOLVER O PENSAMENTO COMPUTACIONAL COM GRAMÁTICA DE GRAFOS,80765,CIÊNCIA DA COMPUTAÇÃO
56623,42003016038P9,COMPUTAÇÃO,UFPEL,UNIVERSIDADE FEDERAL DE PELOTAS,2019,25250837,8152844,ROBOPEL 2019 ? APLICAÇÃO DA ATIVIDADE ELEMENTAIS RPG,80765,CIÊNCIA DA COMPUTAÇÃO
56624,42003016038P9,COMPUTAÇÃO,UFPEL,UNIVERSIDADE FEDERAL DE PELOTAS,2019,25250842,8154111,SISTEMA MULTIAGENTE PARA GESTÃO DE RECURSOS HÍDRICOS: MODELAGEM DA BACIA DO SÃO GONÇALO E DA LAGOA MIRIM,80765,CIÊNCIA DA COMPUTAÇÃO
56626,42003016038P9,COMPUTAÇÃO,UFPEL,UNIVERSIDADE FEDERAL DE PELOTAS,2019,25250845,8172597,SKAMBOO: ESPECIFICAÇÃO FORMAL E IMPLEMENTAÇÃO DE UM SISTEMA WEB VOLTADO A PRÁTICA DE TROCAS,80765,CIÊNCIA DA COMPUTAÇÃO
56627,42003016038P9,COMPUTAÇÃO,UFPEL,UNIVERSIDADE FEDERAL DE PELOTAS,2019,25250848,8113418,SPODI: SIMULADOR DO PERFIL OPERACIONAL DE DISPOSITIVOS INTRAVENOSOS PARA AUXILIO À TOMADA DE DECISÕES MÉDICAS,80765,CIÊNCIA DA COMPUTAÇÃO
56628,42003016038P9,COMPUTAÇÃO,UFPEL,UNIVERSIDADE FEDERAL DE PELOTAS,2019,25250849,8115876,SPREADOUT: A KERNEL WEIGHT INITIALIZER FOR CONVOLUTIONAL NEURAL NETWORKS,80765,CIÊNCIA DA COMPUTAÇÃO
56629,42003016038P9,COMPUTAÇÃO,UFPEL,UNIVERSIDADE FEDERAL DE PELOTAS,2019,25250853,8116592,STUDY ON N-DIMENSIONAL R-IMPLICATIONS,80765,CIÊNCIA DA COMPUTAÇÃO
56630,42003016038P9,COMPUTAÇÃO,UFPEL,UNIVERSIDADE FEDERAL DE PELOTAS,2019,25250855,8154304,SYSTEMATIC REVIEW OF NATURAL RESOURCE MANAGEMENT USING MULTIAGENT SYSTEMS AND ROLE-PLAYING GAMES,80765,CIÊNCIA DA COMPUTAÇÃO
56631,42003016038P9,COMPUTAÇÃO,UFPEL,UNIVERSIDADE FEDERAL DE PELOTAS,2019,25250856,8104867,TÉCNICA DE PRÉ-SELEÇÃO DE MODOS PARA A ACELERAÇÃO DA PREDIÇÃO INTRA-QUADRO DE VÍDEOS OMNIDIRECIONAIS,80765,CIÊNCIA DA COMPUTAÇÃO
56632,42003016038P9,COMPUTAÇÃO,UFPEL,UNIVERSIDADE FEDERAL DE PELOTAS,2019,25250858,8157512,TIME REDUCTION ON 3D-HEVC DEPTH MAPS CODING USING STATIC DECISION TREES BUILT THROUGH DATA MINING,80765,CIÊNCIA DA COMPUTAÇÃO
56633,42003016038P9,COMPUTAÇÃO,UFPEL,UNIVERSIDADE FEDERAL DE PELOTAS,2019,25250859,8095690,TITAN: TILE TIMING-AWARE BALANCING ALGORITHM FOR SPEEDING UP THE 3D-HEVC INTRA CODING,80765,CIÊNCIA DA COMPUTAÇÃO
56634,42003016038P9,COMPUTAÇÃO,UFPEL,UNIVERSIDADE FEDERAL DE PELOTAS,2019,25250860,8157386,TITAN: TILE TIMING-AWARE BALANCING ALGORITHM FOR SPEEDING UP THE 3D-HEVC INTRA CODING,80765,CIÊNCIA DA COMPUTAÇÃO
56635,42003016038P9,COMPUTAÇÃO,UFPEL,UNIVERSIDADE FEDERAL DE PELOTAS,2019,25250861,8354337,TOWARDS A MODEL TO OPTIMIZED COLLECT OF VITAL SIGNS THROUGH ADAPTIVE STRATEGIES,80765,CIÊNCIA DA COMPUTAÇÃO
56636,42003016038P9,COMPUTAÇÃO,UFPEL,UNIVERSIDADE FEDERAL DE PELOTAS,2019,25250862,8116699,TOWARDS MEMORY ACCESS OPTIMIZATION IN QUANTUM COMPUTING,80765,CIÊNCIA DA COMPUTAÇÃO
56637,42003016038P9,COMPUTAÇÃO,UFPEL,UNIVERSIDADE FEDERAL DE PELOTAS,2019,25250864,8116588,TYPE-2 FUZZY LOGIC APPROACH FOR OVERLOADED HOSTS IN CONSOLIDATION OF VIRTUAL MACHINES IN CLOUD COMPUTING,80765,CIÊNCIA DA COMPUTAÇÃO
56638,42003016038P9,COMPUTAÇÃO,UFPEL,UNIVERSIDADE FEDERAL DE PELOTAS,2019,25250865,8116708,TYPICAL HESITANT FUZZY SETS: EVALUATING STRATEGIES IN GDM APPLYING CONSENSUS MEASURES,80765,CIÊNCIA DA COMPUTAÇÃO
56639,42003016038P9,COMPUTAÇÃO,UFPEL,UNIVERSIDADE FEDERAL DE PELOTAS,2019,25250867,8132321,UM PADRÃO DE FORMATO DE ARQUIVO TEXTO PARA DESCREVER FUNÇÕES THRESHOLD,80765,CIÊNCIA DA COMPUTAÇÃO
56640,42003016038P9,COMPUTAÇÃO,UFPEL,UNIVERSIDADE FEDERAL DE PELOTAS,2019,25250868,8355478,UMA ABORDAGEM PARA PREDIÇÃO DE ESTUDANTES EM RISCO UTILIZANDO ALGORITMOS GENÉTICOS E MINERAÇÃO DE DADOS: UM ESTUDO DE CASO COM DADOS DE UM CURSO TÉCNICO A DISTÂNCIA,80765,CIÊNCIA DA COMPUTAÇÃO
56641,42003016038P9,COMPUTAÇÃO,UFPEL,UNIVERSIDADE FEDERAL DE PELOTAS,2019,25250869,8132283,UMA AVALIAÇÃO UX PARA APLICATIVO DE MOBILIDADE URBANA SOB A PERSPECTIVA DE IDOSOS,80765,CIÊNCIA DA COMPUTAÇÃO
56642,42003016038P9,COMPUTAÇÃO,UFPEL,UNIVERSIDADE FEDERAL DE PELOTAS,2019,25250874,8104865,VALIAÇÃO DA ESCALABILIDADE DE PARALELISMO DO PADRÃO DE CODIFICAÇÃO AV1 ATRAVÉS DA UTILIZAÇÃO DE TILES,80765,CIÊNCIA DA COMPUTAÇÃO
57355,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2019,25326901,8835628,A BLOCKCHAIN-BASED APPROACH FOR PRIVACY CONTROL OF PATIENT?S MEDICAL RECORDS IN THE FOG LAYER,76264,CIÊNCIA DA COMPUTAÇÃO
57356,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2019,25326902,8819270,A COMPARATIVE STUDY ON AUTOMATIC MODEL AND HYPER-PARAMETER SELECTION IN CLASSIFIER ENSEMBLES,76264,CIÊNCIA DA COMPUTAÇÃO
57357,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2019,25326903,8838928,A CUSTOMISABLE PIPELINE FOR CONTINUOUSLY HARVESTING SOCIALLY-MINDED TWITTER USERS,76264,CIÊNCIA DA COMPUTAÇÃO
57358,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2019,25326904,8819139,A DATA STRATIFICATION PROCESS FOR INSTANCES SELECTION IN SEMI-SUPERVISED LEARNING,76264,CIÊNCIA DA COMPUTAÇÃO
57359,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2019,25326905,8839756,A DEVELOPMENT ENVIRONMENT FOR FIWARE-BASED INTERNET OF THINGS APPLICATIONS,76264,CIÊNCIA DA COMPUTAÇÃO
57360,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2019,25328028,8830697,A GAME MODEL FOR PROOFS WITH COSTS,76264,CIÊNCIA DA COMPUTAÇÃO
57361,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2019,25328029,8822105,A HANDOVER ALGORITHM FOR VIDEO SHARING OVER VEHICULAR NETWORKS,76264,CIÊNCIA DA COMPUTAÇÃO
57362,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2019,25328030,8839768,A LINKED DATA-BASED SEMANTIC INFORMATION MODEL FOR SMART CITIES,76264,CIÊNCIA DA COMPUTAÇÃO
57363,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2019,25328031,8824858,A LOGICAL FRAMEWORK FOR MODELLING BREAST CANCER PROGRESSION,76264,CIÊNCIA DA COMPUTAÇÃO
57364,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2019,25328032,8823136,A LOW-BUDGET APPROACH FOR VEHICLE DETECTION AND OCCLUSION REMOVAL ON TRAFFIC VIDEOS,76264,CIÊNCIA DA COMPUTAÇÃO
57365,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2019,25328033,8839155,A MICROSERVICE BASED ARCHITECTURE TOPOLOGY FOR MACHINE LEARNING DEPLOYMENT,76264,CIÊNCIA DA COMPUTAÇÃO
57366,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2019,25328034,8835591,A MICROSERVICE-BASED HEALTH INFORMATION SYSTEM FOR STUDENT-RUN CLINICS,76264,CIÊNCIA DA COMPUTAÇÃO
57367,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2019,25328035,8823021,A MODIFIED VIOLA-JONES DETECTOR FOR LOW-COST LOCALIZATION OF CAR PLATES,76264,CIÊNCIA DA COMPUTAÇÃO
57368,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2019,25328037,8839328,A MULTI-RADIO GATEWAY ARCHITECTURE AND IMPLEMENTATION FOR CONSUMER ELECTRONICS,76264,CIÊNCIA DA COMPUTAÇÃO
57369,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2019,25328039,8837852,A QUALITATIVE STUDY OF TEACHING REQUIREMENTS ENGINEERING IN UNIVERSITIES,76264,CIÊNCIA DA COMPUTAÇÃO
57370,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2019,25328041,8838840,A RUNTIME POWER-AWARE PHASE PREDICTOR FOR CGRAS,76264,CIÊNCIA DA COMPUTAÇÃO
57372,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2019,25328047,8839847,ADAPTING AND APPLYING A PERFORMANCE DEVIATION ANALYSIS TOOL IN WEB INFORMATION SYSTEMS,76264,CIÊNCIA DA COMPUTAÇÃO
57373,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2019,25328048,8946673,ALGEBRAIC SEMANTICS FOR QUASI-NELSON LOGIC,76264,CIÊNCIA DA COMPUTAÇÃO
57374,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2019,25328049,8835630,AN AGILE APPROACH APPLIED TO INTENSE MAINTENANCE PROJECTS,76264,CIÊNCIA DA COMPUTAÇÃO
57375,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2019,25328050,8830653,AN APPROACH TO GENERATE VIRTUAL TUTORS FOR GAME PROGRAMMING CLASSES,76264,CIÊNCIA DA COMPUTAÇÃO
57376,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2019,25328051,8823154,AN ASSERTION LANGUAGE FOR SLICING CONSTRAINT LOGIC LANGUAGES,76264,CIÊNCIA DA COMPUTAÇÃO
57377,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2019,25328052,8838587,AN EMPIRICAL ANALYSIS OF BRAZILIAN COURTS LAW DOCUMENTS USING LEARNING TECHNIQUES,76264,CIÊNCIA DA COMPUTAÇÃO
57378,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2019,25328053,8839844,AN EMPIRICAL STUDY OF THE RELATIONSHIP BETWEEN CONTINUOUS INTEGRATION AND TEST CODE EVOLUTION,76264,CIÊNCIA DA COMPUTAÇÃO
57379,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2019,25328054,8838521,AN EVALUATION OF A THREE-MODAL HAND-BASED DATABASE TO FORENSIC-BASED GENDER RECOGNITION,76264,CIÊNCIA DA COMPUTAÇÃO
57380,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2019,25328055,8837612,AN INTRA AND INTER-CONFERENCES CORRELATION ANALYSIS OF THE FIELD OF HCI: REVEALING NEW TRENDS FROM THE INTERNATIONAL AND BRAZILIAN COMMUNITIES,76264,CIÊNCIA DA COMPUTAÇÃO
57381,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2019,25328056,8838583,AN INVESTIGATION OF GENETIC ALGORITHM-BASED FEATURE SELECTION TECHNIQUES APPLIED TO KEYSTROKE DYNAMICS BIOMETRICS,76264,CIÊNCIA DA COMPUTAÇÃO
57382,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2019,25328059,8837821,APLICAÇÃO DA ETNOGRAFIA NO CONTEXTO DE FÁBRICA DE SOFTWARE NA PERSPECTIVA DA ENGENHARIA DE REQUISITOS,76264,CIÊNCIA DA COMPUTAÇÃO
57383,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2019,25328061,8839054,ASSISTENTE DE CENA DE CRIME: SOLUÇÃO PARA AUXÍLIO À INVESTIGAÇÃO DE HOMICÍDIOS,76264,CIÊNCIA DA COMPUTAÇÃO
57384,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2019,25328062,8823171,AUTOMATIC FUZZY SEGMENTATION OF TEXTURAL IMAGES USING ADAPTIVE DIVERGENCE AFFINITY FUNCTIONS,76264,CIÊNCIA DA COMPUTAÇÃO
57385,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2019,25328067,8835554,BUILDING IOT-BASED APPLICATIONS WITH THINGSPEAK: A SMART PARKING PROOF OF CONCEPT,76264,CIÊNCIA DA COMPUTAÇÃO
57386,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2019,25328074,8838823,COMMUNICATION LATENCY EVALUATION ON A SOFTWARE-DEFINED NETWORK-ON-CHIP,76264,CIÊNCIA DA COMPUTAÇÃO
57387,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2019,25328092,8823049,DEEP LEARNING-BASED PORE SEGMENTATION OF THIN ROCK SECTIONS FOR AQUIFER CHARACTERIZATION USING COLOR SPACE REDUCTION,76264,CIÊNCIA DA COMPUTAÇÃO
57388,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2019,25328094,8819465,DYNAMIC MODULAR VCPE ORCHESTRATION IN PLATFORM AS A SERVICE ARCHITECTURES,76264,CIÊNCIA DA COMPUTAÇÃO
57389,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2019,25328097,8833129,EMERGENT BEHAVIOR IN SYSTEMS-OF-SYSTEMS: A SYSTEMATIC MAPPING STUDY,76264,CIÊNCIA DA COMPUTAÇÃO
57390,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2019,25328100,8839750,ENERGY EFFICIENCY IN SMART BUILDINGS: AN IOT-BASED AIR CONDITIONING CONTROL SYSTEM,76264,CIÊNCIA DA COMPUTAÇÃO
57391,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2019,25328101,8822674,"E-OPERATORS ON THE EXTENSION OF LATTICE-VALUED (U,N)-IMPLICATIONS",76264,CIÊNCIA DA COMPUTAÇÃO
57392,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2019,25328103,8835563,EXTENDING AND INSTANTIATING A SOFTWARE REFERENCE ARCHITECTURE FOR IOT-BASED HEALTHCARE APPLICATIONS,76264,CIÊNCIA DA COMPUTAÇÃO
57393,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2019,25328104,8837538,FUZZY BI-IMPLICATIONS GENERATED BY T-NORMS AND FUZZY NEGATIONS,76264,CIÊNCIA DA COMPUTAÇÃO
57394,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2019,25328105,8838777,GENERATING OPTIMIZED MULTICORE ACCELERATOR ARCHITECTURES,76264,CIÊNCIA DA COMPUTAÇÃO
57395,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2019,25328106,8838829,GENERATION OF APPLICATION SPECIFIC FAULT TOLERANT IRREGULAR NOC TOPOLOGIES USING TABU SEARCH,76264,CIÊNCIA DA COMPUTAÇÃO
57396,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2019,25328110,8839365,IDENTIFYING REQUIREMENTS FOR ARCHITECTURAL MODELING IN INTERNET OF THINGS APPLICATIONS,76264,CIÊNCIA DA COMPUTAÇÃO
57397,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2019,25328114,8819203,INSTANCE HARDNESS AS A DECISION CRITERION ON DYNAMIC ENSEMBLE STRUCTURE,76264,CIÊNCIA DA COMPUTAÇÃO
57398,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2019,25328115,8839346,INSTANTIATING A SOFTWARE REFERENCE ARCHITECTURE FOR IOT-BASED HEALTHCARE APPLICATIONS,76264,CIÊNCIA DA COMPUTAÇÃO
57399,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2019,25328116,8822726,INTERVAL EXTENSION OF THE GENERALIZED ATANASSOV?S INTUITIONISTIC FUZZY INDEX USING ADMISSIBLE ORDERS,76264,CIÊNCIA DA COMPUTAÇÃO
57400,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2019,25328117,8838400,INVESTIGATING THE IMPACT OF COMBINING HANDWRITTEN SIGNATURE AND KEYBOARD KEYSTROKE DYNAMICS FOR GENDER PREDICTION,76264,CIÊNCIA DA COMPUTAÇÃO
57401,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2019,25328118,8819267,INVESTIGATING THE ROBUSTNESS AND STABILITY TO NOISY DATA OF A DYNAMIC FEATURE SELECTION METHOD,76264,CIÊNCIA DA COMPUTAÇÃO
57402,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2019,25328119,8830657,INVESTIGATING VIDEO CLASSES FORMATS FOR TEACHING DIGITAL GAME PROGRAMMING IN HIGH SCHOOL,76264,CIÊNCIA DA COMPUTAÇÃO
57403,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2019,25328125,8839793,MASTERING INTERACTIONS WITH INTERNET OF THINGS PLATFORMS THROUGH THE IOTVAR MIDDLEWARE,76264,CIÊNCIA DA COMPUTAÇÃO
57404,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2019,25328141,8819462,MININET-NFV: EVOLVING MININET WITH OASIS TOSCA NVF PROFILES TOWARDS REPRODUCIBLE NFV PROTOTYPING,76264,CIÊNCIA DA COMPUTAÇÃO
57405,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2019,25328145,8822709,N-DIMENSIONAL INTERVAL UNINORMS,76264,CIÊNCIA DA COMPUTAÇÃO
57406,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2019,25328147,8819426,NETWORK FUNCTION VIRTUALIZATION IN CONTENT-CENTRIC NETWORKS,76264,CIÊNCIA DA COMPUTAÇÃO
57407,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2019,25328152,8822740,ON D-IMPLICATIONS DERIVED BY GROUPING FUNCTIONS,76264,CIÊNCIA DA COMPUTAÇÃO
57408,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2019,25328155,8822749,ON PSEUDO-HOMOGENEITY OF T-SUBNORMS,76264,CIÊNCIA DA COMPUTAÇÃO
57409,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2019,25328156,8837935,OPTIMIZING AN ARCHITECTURE WITH SOFTWARE PIPELINING STRATEGIES,76264,CIÊNCIA DA COMPUTAÇÃO
57410,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2019,25328157,8839077,ORTHUS: A BLOCKCHAIN PLATFORM FOR SMART CITIES,76264,CIÊNCIA DA COMPUTAÇÃO
57411,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2019,25328164,8819482,PROJETO NECOS: RUMO AO FATIAMENTO LEVE DE RECURSOS EM INFRAESTRUTURAS DE NUVENS FEDERADAS,76264,CIÊNCIA DA COMPUTAÇÃO
57412,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2019,25328167,8838036,QUOTA TRAVELING SALESMAN WITH PASSENGERS AND COLLECTION TIME,76264,CIÊNCIA DA COMPUTAÇÃO
57413,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2019,25328171,8839842,REVISITING AND IMPROVING SZZ IMPLEMENTATIONS,76264,CIÊNCIA DA COMPUTAÇÃO
57414,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2019,25328172,8835126,REVISITING THE MOBILE SOFTWARE ECOSYSTEMS LITERATURE,76264,CIÊNCIA DA COMPUTAÇÃO
